id,Account1,Monthly Period,History,Motive,Credit1,Account2,Employment Period,InstallmentRate,Gender&Type,Sponsors,Tenancy Period,Plotsize,Age,Plan,Housing,#Credits,Post,#Authorities,Phone,Expatriate,InstallmentCredit,Yearly Period,Class
id271,aa,18,c2,p0,976,sacc1,time2,1,M1,G1,2,LA,23,PL3,H2,1,Jb2,1,yes,FALSE,4.31053296155334,1.39494383904083,1.0
id79,ab,9,c1,p0,1437,sacc2,time4,2,F0,G1,3,XL,29,PL3,H2,1,Jb3,1,yes,FALSE,8.17970288925319,0.961318660523836,0.0
id266,ad,24,c2,p0,1249,sacc1,time2,4,F1,G1,2,SM,28,PL3,H2,1,Jb3,1,yes,FALSE,5.87235449264622,2.31999756316763,0.0
id478,ab,7,c2,p3,2576,sacc1,time3,2,F0,G3,2,SM,35,PL3,H2,1,Jb3,1,yes,FALSE,14.5177808870822,0.607796048956865,2.0
id762,ad,15,c2,p2,2708,sacc1,time2,2,F0,G1,3,ME,27,PL1,H2,2,Jb2,1,yes,FALSE,15.0192986937713,1.70185415432203,1.0
id956,aa,12,c4,p0,2122,sacc1,time3,3,F0,G1,2,SM,39,PL3,H1,2,Jb2,2,yes,TRUE,10.7189816280422,1.02580920053024,1.0
id379,aa,24,c2,p0,1285,sacc5,time4,4,M1,G1,4,XL,32,PL3,H1,1,Jb3,1,yes,FALSE,6.53652733894236,2.49580046350428,2.0
id676,ab,36,c3,p0,7432,sacc1,time3,2,M1,G1,2,ME,54,PL3,H1,1,Jb3,1,yes,FALSE,40.953728217922,2.80929837942274,1.0
id960,aa,20,c4,p0,2235,sacc1,time3,4,F1,G3,2,ME,33,PL1,H1,2,Jb3,1,yes,TRUE,11.7678684337275,2.04891591373073,2.0
id939,aa,9,c2,p3,1364,sacc1,time4,3,F0,G1,4,SM,59,PL3,H2,1,Jb3,1,yes,FALSE,6.47455962038689,1.06282655300524,1.0
id739,aa,12,c2,p0,759,sacc1,time4,4,F0,G1,2,SM,26,PL3,H2,1,Jb3,1,yes,FALSE,4.73350949714796,0.92100209013515,1.0
id879,ad,39,c2,p1,8588,sacc2,time5,4,F0,G1,2,LA,45,PL3,H2,1,Jb4,1,no,FALSE,47.0800793532548,3.16605859254535,0.0
id597,ad,21,c0,p0,5003,sacc5,time3,1,M1,G1,4,ME,29,PL1,H2,2,Jb3,1,no,FALSE,26.6381421212495,1.62300609582171,1.0
id122,ad,21,c2,p3,3160,sacc5,time5,4,F0,G1,3,ME,41,PL3,H2,1,Jb3,1,no,FALSE,16.428113620362,1.55697433692676,0.0
id806,ab,24,c4,p1,7758,sacc4,time5,2,M1,G1,4,XL,29,PL3,H1,1,Jb3,1,yes,FALSE,43.0713604731443,2.11685324515345,2.0
id24,ac,30,c3,p9,1908,sacc1,time5,4,F0,G1,4,SM,66,PL3,H2,1,Jb4,1,no,FALSE,9.37091545842802,2.02082393879113,1.0
id168,ac,36,c2,p3,4473,sacc1,time5,4,F0,G1,2,LA,31,PL3,H2,1,Jb3,1,yes,FALSE,23.7593420034521,2.81972744159791,0.0
id508,ad,24,c2,p3,3430,sacc3,time5,3,F0,G1,2,LA,31,PL3,H2,1,Jb3,2,no,FALSE,18.0416701274046,1.82575114756713,0.0
id725,ad,15,c1,p3,1569,sacc2,time5,4,F0,G1,4,LA,34,PL1,H2,1,Jb2,2,yes,FALSE,8.04959099121617,1.64526794486931,0.0
id152,ab,12,c2,p5,639,sacc1,time3,4,F0,G1,2,LA,30,PL3,H2,1,Jb3,1,yes,FALSE,3.52049906660146,0.949244982383022,0.0
id975,aa,24,c1,p2,2828,sacc3,time3,4,F0,G1,4,SM,22,PL2,H2,1,Jb3,1,no,FALSE,14.7877954059402,2.3160342287015,2.0
id205,ab,6,c4,p8,932,sacc5,time4,1,M1,G1,3,ME,39,PL3,H2,2,Jb2,1,yes,FALSE,5.35731160922709,0.632251684711653,0.0
id962,ad,24,c2,p0,1393,sacc1,time3,2,F0,G3,2,SM,31,PL3,H2,1,Jb3,1,no,FALSE,8.47334873945811,2.09412240508152,2.0
id420,ad,24,c2,p0,1474,sacc2,time2,4,F1,G1,3,SM,33,PL3,H2,1,Jb3,1,no,FALSE,8.36371718574929,2.395615207952,1.0
id634,ad,15,c4,p3,1360,sacc1,time3,4,F0,G1,2,ME,31,PL3,H2,2,Jb3,1,yes,FALSE,7.71382044668654,0.9471588275907,0.0
id530,ac,6,c2,p2,2116,sacc1,time3,2,F0,G1,2,SM,41,PL3,H2,1,Jb3,1,no,FALSE,11.3797788905968,0.934537701914622,1.0
id134,ab,12,c2,p0,685,sacc1,time4,2,F1,G1,3,LA,25,PL1,H2,1,Jb2,1,yes,FALSE,3.94346997540319,1.17469836679754,1.0
id818,ab,24,c2,p1,2760,sacc5,time5,4,F0,G1,4,XL,36,PL1,H3,1,Jb3,1,no,FALSE,15.2113911054817,2.19852000703041,2.0
id632,ab,45,c2,p3,3031,sacc2,time3,4,F0,G3,4,ME,21,PL3,H1,1,Jb3,1,yes,FALSE,16.1908592060959,3.7451350550386,2.0
id382,ad,6,c0,p0,1204,sacc2,time3,4,F0,G1,1,XL,35,PL1,H1,1,Jb3,1,yes,TRUE,7.34787437029735,0.168177205030923,1.0
id587,aa,24,c2,p3,1823,sacc1,time1,4,F0,G1,2,LA,30,PL2,H2,1,Jb4,2,yes,FALSE,9.54847423880813,1.9729598098826,1.0
id132,ad,12,c4,p5,996,sacc5,time4,4,M1,G1,4,SM,23,PL3,H2,2,Jb3,1,yes,FALSE,5.46844341368606,1.28326514685255,0.0
id464,aa,36,c3,p9,2145,sacc1,time4,2,F0,G1,1,LA,24,PL3,H2,2,Jb3,1,no,FALSE,12.3570807807079,2.86681909387035,1.0
id869,ab,18,c2,p0,1042,sacc5,time3,4,M1,G1,2,ME,33,PL3,H2,1,Jb3,1,yes,FALSE,6.62121472612597,1.16024420169065,0.0
id735,aa,24,c2,p2,4169,sacc1,time3,4,F0,G1,4,ME,28,PL3,H2,1,Jb3,1,yes,FALSE,21.7617587586734,1.58234483193686,1.0
id188,aa,24,c2,p1,2910,sacc1,time4,2,F0,G1,1,XL,34,PL3,H3,1,Jb4,1,no,FALSE,14.9958814667076,1.84368917360079,2.0
id80,ab,18,c3,p5,6204,sacc1,time3,2,F0,G1,4,SM,44,PL3,H2,1,Jb2,2,no,FALSE,33.7027246696018,1.76047926061225,1.0
id976,ab,9,c4,p3,1154,sacc1,time5,2,F0,G1,4,SM,37,PL3,H2,3,Jb2,1,yes,FALSE,7.21873648969935,0.564136620363725,1.0
id174,aa,12,c2,p2,3590,sacc1,time3,2,F0,G2,2,ME,29,PL3,H2,1,Jb2,2,yes,FALSE,19.1788441427755,1.12126040327452,2.0
id123,ad,36,c2,p3,3835,sacc5,time5,2,M1,G1,4,SM,45,PL3,H2,1,Jb2,1,no,FALSE,19.9934068116555,2.62681712654192,1.0
id616,aa,24,c2,p1,2924,sacc1,time3,3,F0,G3,4,XL,63,PL1,H2,1,Jb3,2,no,FALSE,14.9345953971081,1.99196963126302,2.0
id111,aa,24,c2,p3,1282,sacc2,time3,4,M1,G1,2,LA,32,PL3,H2,1,Jb2,1,yes,FALSE,6.91137515865533,2.12643585798658,1.0
id731,ab,12,c2,p3,625,sacc1,time2,4,F1,G3,1,SM,26,PL1,H2,1,Jb2,1,yes,FALSE,3.82914927676786,0.517008857185632,1.0
id32,ad,10,c2,p0,1287,sacc5,time5,4,F0,G2,2,ME,45,PL3,H2,1,Jb2,1,yes,TRUE,6.49562500652809,0.622752720149116,1.0
id906,ab,12,c2,p2,1922,sacc1,time3,4,F0,G1,2,ME,37,PL3,H2,1,Jb2,1,yes,FALSE,11.3471361412107,0.566434060888298,1.0
id227,aa,21,c3,p6,3414,sacc1,time2,2,F0,G1,1,ME,26,PL3,H2,2,Jb3,1,yes,FALSE,17.9444974233566,2.10477700415878,1.0
id711,ab,36,c4,p1,5800,sacc1,time3,3,F0,G1,4,LA,34,PL3,H2,2,Jb3,1,no,FALSE,31.2152736906331,2.94653758083377,0.0
id755,aa,24,c2,p2,1747,sacc1,time2,4,F0,G2,1,ME,24,PL3,H2,1,Jb2,1,yes,TRUE,10.4637046653169,1.87561054677301,1.0
id327,ab,12,c0,p2,2969,sacc1,time2,4,M1,G1,3,ME,25,PL3,H1,2,Jb3,1,yes,FALSE,16.4020696137766,0.899124011218589,2.0
id801,ad,9,c4,p6,1244,sacc5,time5,4,M1,G1,4,ME,41,PL3,H1,2,Jb2,1,yes,FALSE,7.71487699212953,0.665586276900087,0.0
id953,ac,36,c2,p3,5848,sacc1,time3,4,F0,G1,1,LA,24,PL3,H2,1,Jb3,1,yes,FALSE,32.4854730321705,2.7791163108238,0.0
id915,ab,24,c3,p2,2333,sacc5,time2,4,F0,G1,2,ME,29,PL1,H2,1,Jb2,1,yes,FALSE,13.421220606763,1.8026019721648,1.0
id214,ab,11,c4,p0,1322,sacc4,time3,4,M1,G1,4,LA,40,PL3,H2,2,Jb3,1,yes,FALSE,7.47953198203915,0.610557196003679,2.0
id904,ab,24,c4,p0,3878,sacc2,time2,4,M0,G1,2,LA,37,PL3,H2,1,Jb3,1,no,FALSE,20.4983589470714,1.51619874321588,0.0
id719,ab,13,c4,p3,882,sacc1,time2,4,F0,G3,4,SM,23,PL3,H2,2,Jb3,1,yes,FALSE,3.79060220443849,1.29905535223757,0.0
id876,aa,12,c2,p4,741,sacc2,time1,4,M1,G1,3,ME,22,PL3,H2,1,Jb3,1,yes,FALSE,5.01596760289029,1.20812488920068,0.0
id496,ab,30,c4,p0,2181,sacc5,time5,4,F0,G1,4,SM,36,PL3,H2,2,Jb3,1,yes,FALSE,12.6367246843418,2.70156446980482,0.0
id754,ab,27,c3,p1,5965,sacc1,time5,1,F0,G1,2,LA,30,PL3,H2,2,Jb4,1,no,FALSE,32.749768247876,2.39724031199931,2.0
id161,aa,12,c2,p2,708,sacc1,time3,2,F0,G3,3,ME,38,PL3,H2,1,Jb2,2,yes,FALSE,3.92729160776848,1.37175853637951,2.0
id456,aa,24,c2,p2,2359,sacc2,time1,1,M0,G1,1,ME,33,PL3,H2,1,Jb3,1,yes,FALSE,13.133711064135,2.42110234926822,1.0
id730,aa,6,c4,p0,609,sacc1,time4,4,M1,G1,3,ME,37,PL3,H2,2,Jb3,1,yes,TRUE,2.53789749142467,0.791512129279441,2.0
id941,ab,6,c3,p9,1449,sacc2,time5,1,M0,G1,2,LA,31,PL1,H2,2,Jb3,2,yes,FALSE,7.67374155283907,0.874536099142908,1.0
id819,ad,12,c2,p6,1393,sacc1,time5,4,F0,G1,4,ME,47,PL1,H2,3,Jb3,2,no,FALSE,7.08341071899133,1.15582503493892,1.0
id461,ac,18,c2,p3,2100,sacc1,time3,4,F0,G2,2,SM,37,PL2,H2,1,Jb3,1,yes,FALSE,12.1393546044708,1.601932073157,1.0
id23,ad,30,c2,p1,4811,sacc5,time4,2,M1,G1,4,ME,24,PL2,H1,1,Jb2,1,yes,FALSE,27.0104305569674,2.68473191326488,2.0
id505,aa,12,c1,p3,626,sacc1,time3,4,M1,G1,4,SM,24,PL1,H2,1,Jb2,1,yes,FALSE,3.82783644266797,0.531290825400394,1.0
id60,ab,9,c2,p2,2030,sacc5,time4,2,F0,G1,1,LA,24,PL3,H2,1,Jb3,1,no,FALSE,11.4100469816822,0.705096578747969,0.0
id663,ab,48,c0,p10,18424,sacc1,time3,1,M1,G1,2,ME,32,PL1,H2,1,Jb4,1,no,TRUE,100.483058443108,4.0458674820711,2.0
id110,ac,15,c4,p3,1271,sacc5,time3,3,F0,G1,4,XL,39,PL3,H3,2,Jb3,1,no,FALSE,6.0109780090492,1.31418170682638,2.0
id160,aa,12,c2,p0,1228,sacc1,time3,4,M1,G1,2,SM,24,PL3,H2,1,Jb2,1,yes,FALSE,7.35239145502704,0.777765696785287,1.0
id124,ad,12,c2,p3,804,sacc1,time5,4,F0,G1,4,LA,38,PL3,H2,1,Jb3,1,yes,FALSE,4.75568764676894,0.798484953152367,1.0
id622,aa,11,c4,p0,3905,sacc1,time3,2,F0,G1,2,SM,36,PL3,H1,2,Jb3,2,yes,FALSE,20.8799349681978,0.956186987683532,0.0
id208,ad,15,c4,p3,1459,sacc1,time3,4,M1,G1,2,LA,43,PL3,H2,1,Jb2,1,yes,FALSE,8.46106111850792,1.01174231808664,0.0
id834,ad,12,c2,p0,1101,sacc1,time3,3,F1,G1,2,SM,27,PL3,H2,2,Jb3,1,no,FALSE,6.56589307558909,1.33340678308092,1.0
id937,ad,24,c2,p3,3181,sacc1,time2,4,M1,G1,4,ME,26,PL3,H2,1,Jb3,1,no,FALSE,16.4483991861337,1.83169309983448,0.0
id128,ad,24,c4,p9,4139,sacc2,time3,3,F0,G1,3,ME,27,PL3,H2,2,Jb2,1,no,FALSE,22.0990528622952,1.53991459915691,0.0
id119,aa,15,c3,p2,3643,sacc1,time5,1,M1,G1,4,ME,27,PL3,H2,2,Jb2,1,yes,FALSE,19.5777648022989,1.72108157568164,1.0
id222,ab,6,c3,p0,1209,sacc1,time1,4,F0,G1,4,ME,47,PL3,H2,1,Jb4,1,no,FALSE,5.76326523613233,0.411289679324795,1.0
id155,ab,36,c2,p0,14318,sacc1,time5,4,F0,G1,2,XL,57,PL3,H3,1,Jb4,1,no,FALSE,77.0045798096777,3.11924750340084,2.0
id929,ad,24,c4,p6,1597,sacc1,time5,4,F0,G1,4,XL,54,PL3,H3,2,Jb3,2,yes,FALSE,9.1387539312459,1.52093819302734,2.0
id173,ad,6,c3,p3,932,sacc1,time3,3,M1,G1,2,SM,24,PL3,H2,1,Jb3,1,yes,FALSE,4.34411762319409,0.714180634809899,1.0
id31,ad,48,c4,p0,10127,sacc3,time3,2,F0,G1,2,XL,44,PL1,H3,1,Jb3,1,yes,FALSE,54.1954061033496,4.12021509933237,2.0
id133,ad,18,c2,p3,1473,sacc1,time2,3,F1,G1,4,SM,39,PL3,H2,1,Jb3,1,no,FALSE,7.0450107344657,1.30701229201258,1.0
id701,ad,15,c2,p3,3568,sacc1,time5,4,M1,G1,2,LA,54,PL1,H1,1,Jb4,1,no,FALSE,18.8409113255728,1.23708239093173,1.0
id576,aa,24,c1,p2,6872,sacc1,time2,2,M0,G1,1,ME,55,PL1,H2,1,Jb3,1,no,FALSE,36.6275519359133,2.13779847838023,1.0
id707,aa,42,c2,p3,7174,sacc5,time4,4,M1,G1,3,LA,30,PL3,H2,1,Jb4,1,no,FALSE,38.8999416673054,3.79915447658037,0.0
id186,ab,48,c3,p9,6681,sacc5,time3,4,F0,G1,4,XL,38,PL3,H3,1,Jb3,2,no,FALSE,37.0228086633418,3.97166021960977,2.0
id39,ac,10,c2,p0,3949,sacc1,time2,1,F0,G3,1,ME,37,PL3,H2,1,Jb2,2,yes,FALSE,21.3976591095408,0.447246057604143,2.0
id614,aa,24,c2,p0,1442,sacc1,time4,4,M1,G1,4,LA,23,PL3,H1,2,Jb3,1,yes,FALSE,8.24712618989857,2.15995368206845,2.0
id574,aa,8,c4,p0,731,sacc1,time5,4,F0,G1,4,SM,47,PL3,H2,2,Jb2,1,yes,FALSE,4.50672926736598,0.756393206982735,2.0
id874,ab,8,c2,p9,907,sacc1,time2,3,F1,G1,2,SM,26,PL3,H2,1,Jb3,1,no,FALSE,5.205818415869,1.11976241773749,1.0
id565,ad,36,c3,p1,8947,sacc5,time4,3,F0,G1,2,LA,31,PL2,H2,1,Jb4,2,no,FALSE,49.305382594141,2.65205451167606,1.0
id749,aa,24,c2,p10,1755,sacc1,time5,4,M1,G3,?,SM,58,PL3,H2,1,Jb2,1,no,FALSE,8.83211648706778,1.82951156395699,0.0
id199,aa,18,c2,p2,3650,sacc1,time2,1,M1,G1,4,LA,22,PL3,H1,1,Jb3,1,yes,FALSE,19.9804012752638,1.45097227984562,2.0
id201,ab,9,c4,p6,1501,sacc1,time5,2,M1,G1,3,LA,34,PL3,H2,2,Jb4,1,no,FALSE,7.18905535102016,1.18309140643763,0.0
id556,ab,48,c2,p10,5381,sacc5,time1,3,F0,G1,4,XL,40,PL1,H3,1,Jb1,1,no,FALSE,28.7108159082669,4.30157145636901,2.0
id709,ad,18,c4,p1,3850,sacc1,time4,3,F0,G1,1,LA,27,PL3,H2,2,Jb3,1,yes,FALSE,20.2692335825299,1.61153132338095,0.0
id563,ad,12,c2,p3,3059,sacc4,time4,2,M0,G1,4,SM,61,PL3,H2,1,Jb2,1,yes,FALSE,17.0665287102877,1.42216910957631,1.0
id629,aa,6,c1,p6,1198,sacc1,time5,4,M1,G1,4,XL,35,PL3,H3,1,Jb3,1,yes,FALSE,6.94712121381854,0.039154249992933,0.0
id162,ad,12,c4,p0,1163,sacc3,time3,4,F0,G1,4,SM,44,PL3,H2,1,Jb3,1,no,FALSE,7.29564640589836,0.944428566188916,0.0
id362,ad,6,c2,p2,4611,sacc1,time2,1,M1,G1,4,ME,32,PL3,H2,1,Jb3,1,yes,FALSE,25.7698517283924,0.747812990861269,1.0
